House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
31,Brown Crescent,Kathleen,Pritchard,8,Daughter,NA,Female,Student,None,NA
32,Brown Crescent,Carole,Hall,72,Head,Married,Female,Retired Museum/gallery exhibitions officer,None,Christian
32,Brown Crescent,Leonard,Hall,76,Husband,Married,Male,Retired Water quality scientist,None,None
32,Brown Crescent,Paige,Hall,38,Daughter,Single,Female,Food technologist,None,Christian
33,Brown Crescent,Dawn,Dean,29,Head,Divorced,Female,Financial trader,None,None
33,Brown Crescent,Keith,Morton,43,None,Single,Male,Marketing executive,None,None
34,Brown Crescent,Russell,Jackson,56,Head,Single,Male,"Engineer, petroleum",None,Methodist
35,Brown Crescent,Malcolm,Williams,23,Head,Married,Male,Health service manager,None,None
35,Brown Crescent,Kayleigh,Williams,20,Wife,Married,Female,University Student,None,None
36,Brown Crescent,Aaron,Hunt,34,Head,Divorced,Male,Unemployed,None,None
36,Brown Crescent,Georgina,Nixon,7,Step-Daughter,NA,Female,Student,None,NA
36,Brown Crescent,Oliver,Nixon,4,Step-Son,NA,Male,Child,None,NA
37,Brown Crescent,Aaron,Wong,52,Head,Single,Male,Emergency planning/management officer,None,None
38,Brown Crescent,Charlene,Fox,42,Head,Single,Female,Sub,None,None
38,Brown Crescent,Peter,Fox,3,Son,NA,Male,Child,None,NA
39,Brown Crescent,Carole,O'Connor,86,Head,Married,Female,Retired Rural practice surveyor,None,None
39,Brown Crescent,Robert,O'Connor,85,Husband,Married,Male,Retired Computer games developer,None,None
40,Brown Crescent,Kathleen,Townsend,46,Head,Married,Female,Higher education lecturer,None,None
40,Brown Crescent,Wayne,Townsend,45,Husband,Married,Male,"Optician, dispensing",None,None
41,Brown Crescent,Brian,Morris,45,Head,Married,Male,"Scientist, research (maths)",None,Catholic
41,Brown Crescent,Rachael,Morris,43,Wife,Married,Female,Broadcast presenter,None,None
42,Brown Crescent,Lawrence,Clarke,42,Head,Divorced,Male,Metallurgist,None,None
42,Brown Crescent,Anne,Nash,13,Neice,NA,Female,Student,None,NA
43,Brown Crescent,Heather,Hicks,38,Head,Single,Female,Unemployed,None,None
43,Brown Crescent,Bryan,Webb,13,Son,NA,Male,Student,None,NA
44,Brown Crescent,Lindsey,Williams,55,Head,Married,Female,Call centre manager,None,Catholic
44,Brown Crescent,Bruce,Williams,57,Husband,Married,Male,Contracting civil engineer,None,None
45,Brown Crescent,Annette,Anderson,51,Head,Single,Female,"Investment banker, corporate",None,None
45,Brown Crescent,Steven,Kent,59,Partner,Single,Male,Lexicographer,None,None
46,Brown Crescent,Aimee,Gardiner,26,Head,Married,Female,"Teacher, secondary school",None,None
46,Brown Crescent,Terry,Gardiner,28,Husband,Married,Male,Medical secretary,None,None
47,Brown Crescent,Jodie,Smith,44,Head,Married,Female,Land/geomatics surveyor,None,None
47,Brown Crescent,Joe,Smith,47,Husband,Married,Male,Mudlogger,None,None
47,Brown Crescent,Tracy,Smith,17,Daughter,NA,Female,Student,None,NA
47,Brown Crescent,Julian,Smith,17,Son,NA,Male,Student,None,NA
48,Brown Crescent,Danny,Hussain,50,Head,Divorced,Male,Sales promotion account executive,None,Catholic
49,Brown Crescent,Natalie,Hill,26,Head,Single,Female,Unemployed,None,None
49,Brown Crescent,Brett,Hill,1,Son,NA,Male,Child,None,NA
49,Brown Crescent,Melissa,Clark,61,Lodger,Single,Female,Art gallery manager,None,None
50,Brown Crescent,Toby,Khan,60,Head,Married,Male,Quantity surveyor,None,Catholic
50,Brown Crescent,Stephanie,Khan,58,Wife,Married,Female,"Engineer, automotive",None,Catholic
50,Brown Crescent,Edward,Grant,26,Son,Divorced,Male,Telecommunications researcher,None,Catholic
50,Brown Crescent,Sandra,Grant,23,Daughter,Single,Female,Civil Service administrator,None,None
50,Brown Crescent,Kenneth,Hughes,8,Son,NA,Male,Student,None,NA
51,Brown Crescent,Wayne,Patel,55,Head,Single,Male,Clinical biochemist,None,None
52,Brown Crescent,Nicola,Jones,50,Head,Divorced,Female,Systems analyst,None,Christian
52,Brown Crescent,Stanley,Jones,12,Son,NA,Male,Student,None,NA
53,Brown Crescent,Margaret,Dean,59,Head,Married,Female,Music tutor,None,None
53,Brown Crescent,Clifford,Dean,61,Husband,Married,Male,Armed forces operational officer,None,None
53,Brown Crescent,Aaron,Dean,25,Son,Single,Male,"Administrator, Civil Service",None,None
54,Brown Crescent,Geraldine,Murphy,46,Head,Married,Female,"Engineer, maintenance (IT)",None,None
54,Brown Crescent,Glenn,Murphy,53,Husband,Married,Male,"Teacher, English as a foreign language",None,None
54,Brown Crescent,Ruth,Murphy,14,Daughter,NA,Female,Student,None,NA
54,Brown Crescent,Angela,Murphy,12,Daughter,NA,Female,Student,None,NA
54,Brown Crescent,Lucy,Murphy,10,Daughter,NA,Female,Student,None,NA
55,Brown Crescent,Dylan,Carr,61,Head,Single,Male,"Psychotherapist, child",None,Methodist
56,Brown Crescent,June,Long,29,Head,Single,Female,Unemployed,None,Methodist
56,Brown Crescent,Adam,Long,2,Son,NA,Male,Child,None,NA
57,Brown Crescent,Marian,Daly,86,Head,Married,Female,"Retired Production assistant, television",None,Christian
57,Brown Crescent,Howard,Daly,87,Husband,Married,Male,Retired Health physicist,None,Christian
58,Brown Crescent,Sophie,Patel,69,Head,Married,Female,"Retired Exhibitions officer, museum/gallery",None,Catholic
58,Brown Crescent,Jamie,Patel,64,Husband,Married,Male,"Development worker, international aid",None,None
59,Brown Crescent,Sian,Jackson,71,Head,Married,Female,Retired Psychiatrist,None,Christian
59,Brown Crescent,Bradley,Jackson,71,Husband,Married,Male,Retired Broadcast presenter,None,Christian
60,Brown Crescent,James,Thompson,82,Head,Widowed,Male,"Retired Buyer, industrial",None,Catholic
61,Brown Crescent,Martyn,Hargreaves,69,Head,Divorced,Male,"Retired Sound technician, broadcasting/film/video",None,None
62,Brown Crescent,Hazel,Marshall,34,Head,Married,Female,"Sound technician, broadcasting/film/video",None,None
62,Brown Crescent,Patrick,Marshall,35,Husband,Married,Male,Public house manager,None,None
62,Brown Crescent,Karen,Marshall,16,Daughter,NA,Female,Student,None,NA
62,Brown Crescent,Teresa,Noble,12,Daughter,NA,Female,Student,None,NA
63,Brown Crescent,Gillian,Davies,34,Head,Married,Female,Unemployed,None,Catholic
63,Brown Crescent,Joshua,Davies,37,Husband,Married,Male,Computer games developer,None,Catholic
63,Brown Crescent,Peter,Davies,10,Son,NA,Male,Student,None,NA
63,Brown Crescent,Tracy,Davies,9,Daughter,NA,Female,Student,None,NA
64,Brown Crescent,Toby,Gray,61,Head,Divorced,Male,"Editor, magazine features",None,Christian
64,Brown Crescent,Gavin,Gray,38,Son,Divorced,Male,Therapeutic radiographer,None,None
65,Brown Crescent,Danny,Wells,79,Head,Widowed,Male,Retired Company secretary,None,Christian
65,Brown Crescent,Stacey,Wells,4,Granddaughter,NA,Female,Child,None,NA
66,Brown Crescent,Katie,Begum,26,Head,Single,Female,Occupational therapist,None,Muslim
66,Brown Crescent,Wendy,Begum,4,Daughter,NA,Female,Child,None,NA
67,Brown Crescent,Lauren,Clark,67,Head,Married,Female,"Editor, magazine features",None,None
67,Brown Crescent,Gareth,Clark,67,Husband,Married,Male,Public affairs consultant,None,None
67,Brown Crescent,Dominic,Clark,43,Son,Single,Male,"Surveyor, building control",None,None
67,Brown Crescent,Luke,Clark,42,Son,Single,Male,"Conservator, museum/gallery",None,None
67,Brown Crescent,Jill,Clark,40,Daughter,Single,Female,Music therapist,None,None
68,Brown Crescent,Peter,Page,81,Head,Widowed,Male,Retired Exercise physiologist,None,None
69,Brown Crescent,Lynne,Porter,48,Head,Divorced,Female,Geographical information systems officer,None,None
69,Brown Crescent,Ashleigh,Porter,9,Daughter,NA,Female,Student,None,NA
70,Brown Crescent,Brian,Carr,83,Head,Married,Male,Retired Environmental manager,None,Christian
70,Brown Crescent,Diane,Carr,84,Wife,Married,Female,Retired Leisure centre manager,None,Christian
71,Brown Crescent,Ruth,Griffin,38,Head,Single,Female,"Teacher, primary school",None,Catholic
71,Brown Crescent,Alexander,Poole,39,Partner,Single,Male,"Administrator, education",None,Catholic
71,Brown Crescent,Ellie,Griffin,12,Daughter,NA,Female,Student,None,NA
72,Brown Crescent,Melissa,Peters,43,Head,Single,Female,"Merchandiser, retail",None,None
72,Brown Crescent,Wendy,Peters,4,Daughter,NA,Female,Child,None,NA
73,Brown Crescent,Laura,Foster,53,Head,Married,Female,Public house manager,None,Christian
73,Brown Crescent,Victor,Foster,54,Husband,Married,Male,Brewing technologist,None,Christian
73,Brown Crescent,Kathryn,Wallace,24,Daughter,Divorced, ,Telecommunications researcher,None,Christian
73,Brown Crescent,Lynn,Wallace,16,Daughter,NA,Female,Student,None,NA
74,Brown Crescent,Marilyn,Moss,43,Head,Single,Female,Analytical chemist,None,Christian
74,Brown Crescent,Zoe,Moss,8,Daughter,NA,Female,Student,None,NA
75,Brown Crescent,Danielle,Jones,31,Head,Married,Female,Unemployed,None,Methodist
75,Brown Crescent,Alex,Jones,33,Husband,Married,Male,"Psychologist, occupational",None,Methodist
76,Brown Crescent,Ann,Roberts,51,Head,Single,Female,Clinical biochemist,None,None
76,Brown Crescent,Antony,Roberts,15,Son,NA,Male,Student,None,NA
76,Brown Crescent,Carly,Roberts,12,Daughter,NA,Female,Student,None,NA
77,Brown Crescent,Natalie,Kay,39,Head,Single,Female,Public relations officer,None,None
77,Brown Crescent,Gerard,Kay,0,Son,NA,Male,Child,None,NA
77,Brown Crescent,Hilary,Pearson,46,Lodger,Single,Female,"Psychotherapist, dance movement",None,None
78,Brown Crescent,Amelia,Wilson,65,Head,Widowed,Female,"Engineer, building services",None,Christian
79,Brown Crescent,Maurice,Bennett,69,Head,Widowed,Male,Retired Fine artist,None,Christian
79,Brown Crescent,Laura,Bennett,2,Granddaughter,NA,Female,Child,None,NA
80,Brown Crescent,Hayley,Williams,50,Head,Single,Female,"Nurse, mental health",None,None
80,Brown Crescent,Andrew,Ferguson,33,None,Single,Male,Chartered public finance accountant,None,Sikh
80,Brown Crescent,Sylvia,Hooper,22,None,Single,Female,University Student,None,Christian
80,Brown Crescent,Holly,Brooks,45,None,Single,Female,"Runner, broadcasting/film/video",None,Christian
81,Brown Crescent,Stacey,James,39,Head,Married,Female,Call centre manager,None,None
81,Brown Crescent,Jay,James,41,Husband,Married,Male,Unemployed,None,None
81,Brown Crescent,Justin,James,6,Son,NA,Male,Student,None,NA
82,Brown Crescent,Jane,Nolan,64,Head,Married,Female,Geographical information systems officer,None,Methodist
82,Brown Crescent,Carl,Nolan,69,Husband,Married,Male,Retired Forest/woodland manager,None,None
82,Brown Crescent,Megan,Nolan,36,Daughter,Single,Female,Public house manager,None,Methodist
83,Brown Crescent,Irene,Kaur,53,Head,Married,Female,General practice doctor,None,Christian
83,Brown Crescent,Bruce,Kaur,50,Husband,Married,Male,Warden/ranger,None,None
83,Brown Crescent,Max,Kaur,22,Son,Single,Male,University Student,None,Christian
83,Brown Crescent,Luke,Kaur,8,Son,NA,Male,Student,None,NA
84,Brown Crescent,Melissa,Turner,40,Head,Single,Female,"Scientist, product/process development",None,Catholic
84,Brown Crescent,Wendy,Kelly-Turner,41,Cousin,Single,Female,"Civil engineer, contracting",None,None
84,Brown Crescent,Susan,King,39,Cousin,Single,Female,Barista,None,Catholic
84,Brown Crescent,Nicola,Harper,51,Cousin,Single,Female,"Therapist, music",None,None
84,Brown Crescent,Ashley,Harper,45,Cousin,Single,Male,Unemployed,None,Catholic
85,Brown Crescent,Anna,Hill,73,Head,Widowed,Female,"Retired Teacher, early years/pre",None,None
85,Brown Crescent,Jasmine,Hill,45,Daughter,Single,Female,Market researcher,None,None
85,Brown Crescent,Leanne,Hill,44,Daughter,Single,Female,"Programmer, applications",None,None
86,Brown Crescent,Harriet,Hutchinson,34,Head,Divorced,Female,Transport planner,None,None
86,Brown Crescent,Kenneth,Hutchinson,18,Step-Son,Divorced,Male,Student,None,None
86,Brown Crescent,Albert,Hutchinson,15,Step-Son,NA,Male,Student,None,NA
87,Brown Crescent,Ross,Davies,69,Head,Widowed,Male,Retired Chief Strategy Officer,None,Christian
88,Brown Crescent,Marc,Brown,32,Head,Married,Male,Wellsite geologist,None,Muslim
88,Brown Crescent,Jill,Brown,31,Wife,Married,Female,Set designer,None,None
88,Brown Crescent,William,Brown,6,Son,NA,Male,Student,None,NA
89,Brown Crescent,Jordan,West,20,Head,Single,Male,"Designer, television/film set",None,None
89,Brown Crescent,Ryan,Moore,30,None,Single,Male,Investment analyst,None,Catholic
90,Brown Crescent,Sylvia,Allen,50,Head,Married,Female,"Scientist, research (life sciences)",None,None
90,Brown Crescent,Darren,Allen,54,Husband,Married,Male,Customer service manager,None,None
90,Brown Crescent,Frank,Allen,12,Son,NA,Male,Student,None,NA
91,Brown Crescent,Oliver,Owen,39,Head,Married,Male,Radio producer,None,Christian
91,Brown Crescent,Ruth,Owen,35,Wife,Married,Female,"Surveyor, rural practice",None,None
92,Brown Crescent,Carole,Dean-Gallagher,36,Head,Divorced,Female,Unemployed,None,Catholic
92,Brown Crescent,Hilary,Dean-Gallagher,5,Daughter,NA,Female,Student,None,NA
92,Brown Crescent,Barbara,Dean-Gallagher,4,Daughter,NA,Female,Child,None,NA
93,Brown Crescent,Jonathan,Lynch,69,Head,Married,Male,Retired Medical illustrator,None,Methodist
93,Brown Crescent,Ruth,Lynch,66,Wife,Married,Female,Armed forces technical officer,None,None
94,Brown Crescent,Linda,Walters,37,Head,Married,Female,Personnel officer,None,Catholic
94,Brown Crescent,Thomas,Walters,39,Husband,Married,Male,Research scientist (life sciences),None,Catholic
94,Brown Crescent,Antony,Walters,4,Son,NA,Male,Child,None,NA
94,Brown Crescent,Jade,Walters,1,Daughter,NA,Female,Child,None,NA
95,Brown Crescent,Gail,Jones,32,Head,Single,Female,Set designer,None,Christian
96,Brown Crescent,Jack,Richards,65,Head,Married,Male,Field trials officer,None,Christian
96,Brown Crescent,Suzanne,Richards,61,Wife,Married,Female,Magazine features editor,None,Christian
97,Brown Crescent,Michael,Jones,51,Head,Married,Male,Cartographer,None,Christian
97,Brown Crescent,Alexandra,Jones,48,Wife,Married,Female,Optometrist,None,Christian
98,Brown Crescent,Carolyn,Harris,40,Head,Divorced,Female,Unemployed,None,Christian
98,Brown Crescent,Kelly,Harris,11,Daughter,NA,Female,Student,None,NA
99,Brown Crescent,Fiona,Dawson,62,Head,Single,Female,"Engineer, land",None,None
99,Brown Crescent,Shaun,Dawson,28,Son,Single,Male,Contractor,None,None
100,Brown Crescent,Amelia,Jones,65,Head,Married,Female,Animal technologist,None,None
100,Brown Crescent,Adam,Jones,68,Husband,Married,Male,Retired Clinical psychologist,None,None
101,Brown Crescent,Albert,Fitzgerald,40,Head,Single,Male,"Geologist, wellsite",None,None
101,Brown Crescent,Paul,Parkinson,26,None,Single,Male,PhD Student,None,Muslim
102,Brown Crescent,Christian,Webster,89,Head,Married,Male,Retired Engineering geologist,None,Christian
102,Brown Crescent,Chloe,Webster,91,Wife,Married,Female,Retired Chemical engineer,None,None
103,Brown Crescent,Joel,Cooke,61,Head,Married,Male,Psychiatric nurse,None,None
103,Brown Crescent,Paula,Cooke,62,Wife,Married,Female,"Therapist, nutritional",None,None
104,Brown Crescent,Robert,Davies,48,Head,Married,Male,Geochemist,None,None
104,Brown Crescent,Hilary,Davies,49,Wife,Married,Female,Health promotion specialist,None,None
105,Brown Crescent,Fiona,Sheppard,48,Head,Single,Female,"Merchandiser, retail",None,None
105,Brown Crescent,Julie,Sheppard,12,Daughter,NA,Female,Student,None,NA
106,Brown Crescent,Lawrence,Lowe,48,Head,Divorced,Male,Marine scientist,None,None
106,Brown Crescent,Gary,Ward,15,Grandson,NA,Male,Student,None,NA
107,Brown Crescent,George,Harding,52,Head,Divorced,Male,Pathologist,None,None
107,Brown Crescent,Mohamed,Godfrey,46,None,Single,Male,Fisheries officer,None,Catholic
107,Brown Crescent,Hilary,Spencer,55,None,Single,Female,Industrial/product designer,None,Catholic
107,Brown Crescent,Hollie,Cooke,51,None,Single,Female,Print production planner,None,None
108,Brown Crescent,Caroline,Ryan,61,Head,Single,Female,Pathologist,None,None
108,Brown Crescent,Timothy,Thomas,63,Partner,Single,Male,Trade mark attorney,None,None
109,Brown Crescent,Carol,Manning,40,Head,Married,Female,Jewellery designer,None,Christian
109,Brown Crescent,Mohammad,Manning,42,Husband,Married,Male,"Research officer, government",None,None
109,Brown Crescent,Stephen,Manning,16,Son,NA,Male,Student,None,NA
109,Brown Crescent,Josh,Manning,14,Son,NA,Male,Student,None,NA
109,Brown Crescent,Julia,Manning,13,Daughter,NA,Female,Student,None,NA
110,Brown Crescent,Abbie,Gibson,58,Head,Single,Female,"Sales professional, IT",None,Christian
111,Brown Crescent,Louis,Howarth,45,Head,Married,Male,Materials engineer,None,None
111,Brown Crescent,Melanie,Howarth,42,Wife,Married,Female,Retail buyer,None,None
112,Brown Crescent,Rosie,Barber,51,Head,Divorced,Female,Unemployed,None,None
112,Brown Crescent,Margaret,Barber,6,Daughter,NA,Female,Student,None,NA
113,Brown Crescent,Gail,Short,58,Head,Married,Female,Unemployed,None,Catholic
113,Brown Crescent,Gary,Short,58,Husband,Married,Male,Insurance account manager,None,None
113,Brown Crescent,Molly,Short,27,Daughter,Single,Female,Animal nutritionist,None,None
114,Brown Crescent,Karen,Jones,39,Head,Married,Female,Sports coach,None,Christian
114,Brown Crescent,Julian,Jones,40,Husband,Married,Male,Adult nurse,None,Christian
114,Brown Crescent,Christian,Jones,11,Son,NA,Male,Student,None,NA
115,Brown Crescent,Lynne,Turner-Bradshaw,67,Head,Married,Female,"Designer, industrial/product",None,Christian
115,Brown Crescent,Lee,Turner-Bradshaw,73,Husband,Married,Male,Retired Charity fundraiser,None,Christian
116,Brown Crescent,Leanne,Garner,32,Head,Single,Female,Biomedical scientist,None,Catholic
116,Brown Crescent,Connor,Garner,13,Son,NA,Male,Student,None,NA
117,Brown Crescent,Georgina,Jones,34,Head,Single,Female,Hospital pharmacist,None,Methodist
118,Brown Crescent,Sally,Walker,28,Head,Divorced,Female,Theme park manager,None,Catholic
119,Brown Crescent,Robert,Mills,50,Head,Married,Male,Environmental education officer,None,None
119,Brown Crescent,Joan,Mills,48,Wife,Married,Female,"Psychologist, occupational",None,None
119,Brown Crescent,Danielle,Mills,14,Daughter,NA,Female,Student,None,NA
119,Brown Crescent,Alex,Mills,10,Son,NA,Male,Student,None,NA
119,Brown Crescent,Mitchell,Mills,3,Son,NA,Male,Child,None,NA
120,Brown Crescent,Clare,Walton,37,Head,Married,Female,Pathologist,None,Christian
120,Brown Crescent,Carl,Walton,43,Husband,Married,Male,Industrial buyer,None,Christian
120,Brown Crescent,Ross,Walton,9,Son,NA,Male,Student,None,NA
120,Brown Crescent,Louise,Walton,8,Daughter,NA,Female,Student,None,NA
121,Brown Crescent,Sandra,Bolton,72,Head,Married,Female,"Retired Engineer, chemical",None,Catholic
121,Brown Crescent,Simon,Bolton,72,Husband,Married,Male,"Retired Education officer, environmental",None,Catholic
121,Brown Crescent,Chloe,Bolton,42,Daughter,Single,Female,"Engineer, materials",None,Catholic
122,Brown Crescent,Charles,Herbert,36,Head,Married,Male,Systems analyst,None,Catholic
122,Brown Crescent,Sheila,Herbert,34,Wife,Married,Female,Medical sales representative,Physical Disability,Catholic
